text,pos,sentiment,tense
The injury was ruled out because not having the words.,DET NOUN AUX VERB ADP SCONJ PART VERB DET NOUN PUNCT,negative,past
"Based the absolute size of the numbers of landlords, it ’s clear that rental properties will discourage tenants renting on mixed use lots.",VERB DET ADJ NOUN ADP DET NOUN ADP NOUN PUNCT PRON VERB ADJ SCONJ ADJ NOUN AUX VERB NOUN VERB ADP ADJ NOUN NOUN PUNCT,negative,future
"Instead, I was seeing the issue today that changed the course of consciousness, but a few little glitches were too few.",ADV PUNCT PRON AUX VERB DET NOUN NOUN PRON VERB DET NOUN ADP NOUN PUNCT CCONJ DET ADJ ADJ NOUN AUX ADV ADJ PUNCT,negative,past
"The Youtube and book that shows the Soviet State TV broadcast, TV, and their use of propaganda has been approved by state officials in its Orwellian language and passed through its international committees controlled by Russian officials.",DET NOUN CCONJ NOUN PRON VERB DET PROPN PROPN PROPN NOUN NOUN PUNCT NOUN PUNCT NOUN PUNCT CCONJ PRON NOUN ADP NOUN AUX AUX VERB ADP NOUN NOUN ADP PRON ADJ NOUN CCONJ VERB ADP PRON ADJ NOUN VERB ADJ NOUN VERB ADP ADJ NOUN PUNCT,negative,present
"As mentioned David Moos of the San Francisco practice we will use Symfony techniques to get around with these patterns, including broken inauguration speeches, open press conferences and various sworn statements.",SCONJ VERB PROPN PROPN ADP DET PROPN PROPN NOUN PRON AUX VERB ADJ NOUN PART VERB ADP ADP DET NOUN PUNCT VERB ADJ NOUN NOUN PUNCT ADJ NOUN NOUN CCONJ ADJ VERB NOUN PUNCT,negative,future
Lady Gaga will reportedly return to Germany's Olympic weight division and World Suicide Squad's adult movie.,PROPN PROPN AUX ADV VERB ADP PROPN PART ADJ NOUN NOUN CCONJ PROPN PROPN PROPN PART NOUN NOUN PUNCT,negative,future
And they were never put put putrefactioned directly to it.,CCONJ PRON AUX ADV VERB VERB ADV ADP PRON PUNCT,negative,past
"They lost tens of millions who relied on the doctors as they developed, hospitals and universities.",PRON VERB NOUN ADP NOUN PRON VERB ADP DET NOUN SCONJ PRON VERB PUNCT NOUN CCONJ NOUN PUNCT,negative,past
But the military intervention is dull and wasteful.,CCONJ DET ADJ NOUN AUX ADJ CCONJ ADJ PUNCT,negative,present
What could the French crierons like so many Maître Posters and European commentators?,PRON AUX DET ADJ NOUN ADP ADV ADJ PROPN PROPN CCONJ ADJ NOUN PUNCT,negative,future
This requirement alone would not bode the effectiveness of our A&E restaurant design.,DET NOUN ADV AUX PART VERB DET NOUN ADP PRON PROPN NOUN NOUN PUNCT,negative,future
"In fact, family members in these towns are n’t as supportive of men, just because the men are n’t out there shooting — or any time after a shooting is n’t like other people, creating a feeling for being nice. ”",ADP NOUN PUNCT NOUN NOUN ADP DET NOUN AUX ADJ ADV ADJ ADP NOUN PUNCT ADV SCONJ DET NOUN AUX PROPN ADV ADV VERB PUNCT CCONJ DET NOUN ADP DET NOUN AUX ADJ ADP ADJ NOUN PUNCT VERB DET NOUN ADP AUX ADJ PUNCT PUNCT,negative,present
"If you ask Fox why they are n’t for the same programs targeting different individuals, you think their programs are partly for them.",SCONJ PRON VERB PROPN SCONJ PRON AUX ADJ ADP DET ADJ NOUN VERB ADJ NOUN PUNCT PRON VERB PRON NOUN AUX ADV SCONJ PRON PUNCT,negative,future
It is a space ripe for taking risks for others to explore.,PRON AUX DET NOUN ADJ ADP VERB NOUN SCONJ NOUN PART VERB PUNCT,negative,present
"Eyel Brandon Brighton, the defending attorney general is appointed to the new position : Bill Mitchell, R - New York, is second six years a term ; five years a term ; for taking X …",PROPN PROPN PROPN PUNCT DET VERB NOUN NOUN NOUN AUX VERB ADP DET ADJ NOUN PUNCT PROPN PROPN PROPN PUNCT PROPN PUNCT PROPN PUNCT PROPN PROPN PUNCT AUX ADJ NUM NOUN DET NOUN PUNCT NUM NOUN DET NOUN PUNCT ADP VERB X PUNCT,negative,future
The soldier then signaled that the undercover police forces to attempt to arrest him last night and threatened to be fatal to keep him from testifying as planned.,DET NOUN ADV VERB SCONJ DET ADJ NOUN NOUN PART VERB PART VERB PRON ADJ NOUN CCONJ VERB PART AUX ADJ ADP VERB PRON ADP NOUN SCONJ VERB PUNCT,negative,past
As I mentioned last will take upon as a public nuisance.,SCONJ PRON VERB ADJ AUX VERB SCONJ ADP DET ADJ NOUN PUNCT,negative,past
"The dark metal remains in the works, and I am reluctant to let it come to an end for so long periods.",DET ADJ NOUN VERB ADP DET NOUN PUNCT CCONJ PRON AUX ADJ PART VERB PRON VERB ADP DET NOUN ADP ADV ADJ NOUN PUNCT,negative,present
"Today ’s revelations, the MIT finance industry today was up against Germany and Britain ’s own regulations, not own companies.",NOUN PART NOUN PUNCT DET PROPN NOUN NOUN NOUN NOUN AUX ADV ADP PROPN CCONJ PROPN PART ADJ NOUN PUNCT PART ADJ NOUN PUNCT,negative,past
But the Klan burned down killing the Klan ’s.,CCONJ DET PROPN VERB ADP VERB DET PROPN NUM PUNCT,negative,past
"The problem, this has been the puzzle, never deserved to have any answers.",DET NOUN PUNCT PRON AUX AUX DET NOUN PUNCT ADV VERB PART VERB DET NOUN PUNCT,negative,present
"Shortly after taking office and Assad appointed himself prime minister in a working party, Sadat was badly hit a no - confidence vote by 15 % ( 41.5 % ) 2 % ( 6.2 % ) and six % disapproved of corruption.",ADV ADP VERB PROPN CCONJ PROPN VERB PRON ADJ NOUN ADP DET VERB NOUN PUNCT PROPN AUX ADV VERB DET DET PUNCT NOUN NOUN ADP NUM NOUN PUNCT NUM NUM NOUN PUNCT NUM NOUN ADP PROPN PUNCT CCONJ NUM NOUN VERB ADP NOUN PUNCT,negative,past
"Sam Dekker rises an astonishingly angry cohort that runs for half the positions of his hometown, and the right of local leaders like Sam Dekker, John Fritchard, Peter Baudoin, and other local mayors such as Sam Dekker, Sam Dekker, and other local politicians Tom Perez join the party for the idea that they are patriots",PROPN VERB DET ADV ADJ NOUN PRON VERB ADP DET DET NOUN ADP PRON NOUN PUNCT CCONJ DET NOUN ADP ADJ NOUN ADP PROPN PUNCT PROPN PUNCT PROPN PROPN PUNCT PROPN PUNCT CCONJ ADJ NOUN ADJ ADP PROPN PROPN PUNCT PROPN PROPN PUNCT CCONJ ADJ ADJ NOUN PROPN PROPN NOUN VERB DET NOUN ADP DET NOUN SCONJ PRON AUX NOUN PUNCT,negative,future
There are many other examples coming to mind that use a position in a situation not deemed a particularly good one.,PRON VERB ADJ ADJ NOUN VERB ADP VERB DET NOUN ADP DET NOUN PART VERB DET ADV ADJ NOUN PUNCT,negative,past
I think what ’s going on was the waste of a ton of that money.,PRON VERB PRON AUX VERB ADP AUX DET NOUN ADP DET NOUN ADP DET NOUN PUNCT,negative,past
"I hope this will be chronicled transgendered, but patriarchy ( Identity is not feminism, the Left is just ) and are the Left.",PRON VERB PRON AUX AUX ADJ PROPN ADJ PUNCT CCONJ NOUN PUNCT PROPN AUX PART PROPN PUNCT DET PROPN AUX ADV PUNCT CCONJ AUX DET PROPN PUNCT,negative,future
"A massive swath of Africa that produces poisoned cantaloupes for the national consumption of grain spirits releases water in Africa's Amazon of Good and Powerful Drugs, the South Africa, and the United Kingdom.",DET ADJ NOUN ADP PROPN PRON VERB ADJ NOUN ADP DET ADJ NOUN ADP NOUN NOUN VERB NOUN ADP PROPN PART PROPN ADP PROPN CCONJ PROPN PROPN PUNCT DET PROPN PROPN PUNCT CCONJ DET PROPN PROPN PUNCT,negative,present
The second mass exodus has been sparked by a heavy military offensive having been launched earlier in the coming months.,DET ADJ NOUN NOUN AUX AUX AUX VERB ADP DET ADJ ADJ NOUN AUX AUX VERB ADV ADP DET VERB NOUN PUNCT,negative,present
""" Eastern Aleppo has a population of Syria ’s 600 - Mr. Jadid and Mr. Assad posing little like other small villages. """,PUNCT PROPN PROPN VERB DET NOUN ADP PROPN NOUN NUM PUNCT PROPN PROPN CCONJ PROPN PROPN VERB ADJ ADP ADJ ADJ NOUN PUNCT PUNCT,negative,present
"“ They 'll move in and have more of them we ca n’t, ” he recalls.",PUNCT PRON AUX VERB ADV CCONJ VERB ADJ ADP PRON PRON AUX VERB PUNCT PUNCT PRON VERB PUNCT,negative,future
"Along with Hillary Clinton State Department Chief Garrett Camp driving a tractor trailer with the aid of gasoline that s burned, remains a structural smudges.",ADP ADP PROPN PROPN PROPN PROPN PROPN VERB DET ADJ NOUN ADP DET NOUN ADP NOUN PRON X VERB PUNCT VERB DET ADJ NOUN PUNCT,negative,present
The woman had been burned to her death earlier this month during the attack.,DET NOUN AUX AUX VERB ADP PRON NOUN ADV DET NOUN ADP DET NOUN PUNCT,negative,past
"By contrast political opponents did n’t do great much better to manage themselves in a truly terrible manner or to just warmongering egos, they went out of mainstream politics and mainstream media.",ADP NOUN ADJ NOUN AUX PROPN VERB NOUN ADJ ADV PART VERB PRON ADP DET ADV ADJ NOUN CCONJ ADP ADV ADJ NOUN NOUN PUNCT PRON VERB ADP ADP VERB NOUN CCONJ NOUN NOUN PUNCT,negative,past
I lack the draft as good.,PRON VERB DET NOUN ADV ADJ PUNCT,negative,future
"Can I place sufficient value on the actuators, directly endangering or injuring it?",AUX PRON VERB ADJ NOUN ADP DET NOUN PUNCT ADV VERB CCONJ VERB PRON PUNCT,negative,future
Normal lives were never recovered.,ADJ NOUN AUX ADV VERB PUNCT,negative,past
"To cover the lack of healthiness you might want some elaborately -formulated health plan, or some sort of pharmaceutical marketing kit.",PART VERB DET NOUN ADP NOUN PRON AUX VERB DET NOUN PUNCT DET ADJ VERB NOUN NOUN PUNCT CCONJ DET NOUN ADP ADJ NOUN NOUN PUNCT,negative,future
"Suicide is selfish, irresponsible, and unfortunate.",NOUN AUX ADJ PUNCT ADJ PUNCT CCONJ ADJ PUNCT,negative,present
I did not have much respect for the accuracy of conclusions.,PRON AUX PART VERB ADJ NOUN ADP DET NOUN ADP NOUN PUNCT,negative,past
He said we made him uncomfortable we had a psychologist report the night before he was arrested.,PRON VERB PRON VERB PRON ADJ PRON VERB DET NOUN VERB DET NOUN SCONJ PRON AUX VERB PUNCT,negative,past
"With a limited number of sponsors on the Chinese mainland, North Korea companies and sports entities need its own South Korea to launch an attack stretching its reach to southern Korea.",ADP DET ADJ NOUN ADP NOUN ADP DET ADJ NOUN PUNCT ADJ NOUN NOUN CCONJ NOUN NOUN VERB PRON ADJ ADJ PROPN PROPN PART VERB DET NOUN VERB PRON NOUN PART VERB DET NOUN ADP PROPN PROPN PUNCT,negative,future
"This latest appears to mark the end of a decades - long simmering between supporters of the candidate, and the media, fighting for control of the levers.",DET ADJ VERB PART VERB DET NOUN ADP DET NOUN PUNCT NOUN VERB ADP NOUN ADP DET NOUN PUNCT CCONJ DET NOUN PUNCT VERB ADP NOUN ADP DET NOUN PUNCT,negative,present
The courts will soon have to deal with the crisis in Nigeria and South Africa.,DET NOUN AUX ADV VERB PART VERB ADP DET NOUN ADP PROPN CCONJ PROPN PROPN PUNCT,negative,future
"So I think that would a further tragedy for someone else, the result of a gun. """,ADV PRON VERB PRON AUX DET ADJ NOUN ADP PRON ADV PUNCT DET NOUN ADP DET NOUN PUNCT PUNCT,negative,future
"Washington Post - front in the East, published regularly - retracted maggots, large in diameter railings and paper thinned, will now apparently run like Iraq where election organizers and human rights protesters are blamed for voter suppression.",PROPN PROPN PUNCT NOUN ADP DET PROPN PUNCT VERB ADV PUNCT VERB ADJ NOUN PUNCT ADJ ADP NOUN NOUN CCONJ NOUN NOUN PUNCT AUX ADV ADV VERB ADP PROPN SCONJ NOUN NOUN CCONJ ADJ NOUN NOUN AUX VERB ADP NOUN NOUN PUNCT,negative,future
""" It would a crime by definition, "" Elsiorgio read. """,PUNCT PRON AUX DET NOUN ADP NOUN PUNCT PUNCT PROPN VERB PUNCT PUNCT,negative,future
The material was materially misrepresentated in the form of evidence that ordinary people lacking access copy editors.,DET NOUN AUX ADV ADJ ADP DET NOUN ADP NOUN SCONJ ADJ NOUN VERB NOUN NOUN PUNCT,negative,past
"For that calculation, even with $ 1 trillion in operating costs coming out of the budgets of the federal government, Ohioans are paying more than $ 2 billion in taxes, while spending way down nearly $ 2 million.",ADP DET NOUN PUNCT ADV ADP SYM NUM NUM ADP NOUN NOUN VERB ADP ADP DET NOUN ADP DET ADJ NOUN PUNCT PROPN AUX VERB ADJ ADP SYM NUM NUM ADP NOUN PUNCT SCONJ VERB NOUN ADV ADV SYM NUM NUM PUNCT,negative,past
Hell would n’t World Cup Cup.,PROPN AUX PROPN PROPN PROPN PUNCT,negative,future
"The first time, we still have a culture in young, poor nations that does a great deal of engineering work and the vagaries of bad, have been going on in the wake of years of this turbulence.",DET ADJ NOUN PUNCT PRON ADV VERB DET NOUN ADP ADJ PUNCT ADJ NOUN PRON VERB DET ADJ NOUN ADP NOUN NOUN CCONJ DET NOUN ADP ADJ PUNCT AUX AUX VERB ADP ADP DET NOUN ADP NOUN ADP DET NOUN PUNCT,negative,present
"They ’re telling that we are not going to be a welcoming environment, and they are telling that we are not going to be helping our fellow citizens.",PRON AUX VERB SCONJ PRON AUX PART VERB PART AUX DET VERB NOUN PUNCT CCONJ PRON AUX VERB SCONJ PRON AUX PART VERB PART AUX VERB PRON ADJ NOUN PUNCT,negative,present
“ I know if you are it not clear enough to protect your patients continue and not enough clearly to comply regularly and prevent a potential person from an accident is their life just fucking yours.,PUNCT PRON VERB SCONJ PRON AUX PRON PART ADJ ADV PART VERB PRON NOUN VERB CCONJ PART ADJ ADV PART VERB ADV CCONJ VERB DET ADJ NOUN ADP DET NOUN AUX PRON NOUN ADV VERB PRON PUNCT,negative,present
"As a result, the Egyptian economic crisis was ended up being temporary — and depressed, by corruption and political cover.",ADP DET NOUN PUNCT DET ADJ ADJ NOUN AUX VERB ADP AUX ADJ PUNCT CCONJ ADJ PUNCT ADP NOUN CCONJ ADJ NOUN PUNCT,negative,past
This is not standard for big - run businesses and large government agencies.,PRON AUX PART ADJ ADP ADV PUNCT VERB NOUN CCONJ ADJ NOUN NOUN PUNCT,negative,present
"It was originally expected to go down his motherland like his mother Stacey, who wasn't strong.",PRON AUX ADV VERB PART VERB ADP PRON NOUN ADP PRON NOUN PROPN PUNCT PRON AUX PART ADJ PUNCT,negative,past
He was convicted to persecute after he was forced to commit a thousand punishable acts to destroy the historic American president during his tenure the presidency.,PRON AUX VERB PART VERB SCONJ PRON AUX VERB PART VERB DET NUM ADJ NOUN PART VERB DET ADJ ADJ NOUN ADP PRON NOUN DET NOUN PUNCT,negative,past
"My doctors, nurses, doctors and other staff at my apartment despite the fact of my deformity is doing a hell of keeping the patient clean.",PRON NOUN PUNCT NOUN PUNCT NOUN CCONJ ADJ NOUN ADP PRON NOUN SCONJ DET NOUN ADP PRON NOUN AUX VERB DET NOUN ADP VERB DET NOUN ADJ PUNCT,negative,present
America finds plenty of evidence effective evidence against the claims of its own terror network.,PROPN VERB NOUN ADP NOUN ADJ NOUN ADP DET NOUN ADP PRON ADJ NOUN NOUN PUNCT,negative,present
"Most importantly, it would at times like asking yourself out of bed to wake up in New York on Christmas and you would never be that annoyed at.",ADV ADV PUNCT PRON AUX ADP NOUN ADP VERB PRON ADP ADP PROPN PART VERB ADP ADP PROPN PROPN ADP PROPN CCONJ PRON AUX ADV DET ADJ ADP PUNCT,negative,future
"His family attorney, an Alton Sterling,,,, reached for one reportedly asking the young man in a bar in his cell to help preserve Shakeil for his father.",PRON NOUN NOUN PUNCT DET PROPN PROPN PUNCT PUNCT VERB ADP NUM ADV VERB DET ADJ NOUN ADP DET NOUN ADP PRON VERB NOUN CCONJ VERB NOUN PART VERB VERB PROPN ADP PRON NOUN PUNCT,negative,past
"They were clearly trained to avoid [ offending ] and apologise. """,PRON AUX ADV VERB PART VERB PUNCT VERB PUNCT CCONJ VERB PUNCT PUNCT,negative,past
A soccer player has been accused in 2013 Seattle of an infringement on a player.,DET NOUN NOUN AUX AUX VERB ADP NUM PROPN ADP DET NOUN ADP DET NOUN PUNCT,negative,present
"“ Mr. Jodl was used to four times during a traffic stop and field, he pointed to multiple objects in his hand, one motorcyclist carrying a briefcase revolver, another carrying dynamite and pointing at objects actively, ” he said.",PUNCT PROPN PROPN AUX VERB ADP NUM NOUN ADP DET NOUN NOUN CCONJ NOUN PUNCT PRON VERB ADP ADJ NOUN ADP PRON NOUN PUNCT NUM NOUN VERB DET ADJ NOUN NOUN PUNCT PRON VERB NOUN CCONJ VERB ADV ADV PUNCT PUNCT PRON VERB PUNCT,negative,past
"If the post - coup attempt to be derailed, there's also an opportunity to regain respect.",SCONJ DET ADJ PUNCT NOUN NOUN PART AUX VERB PUNCT PRON VERB ADV DET NOUN PART VERB NOUN PUNCT,negative,future
"What can anyone with to do the same, prickly Danconi as the PMA?",PRON AUX PRON ADP PART VERB DET ADJ PUNCT PROPN PROPN ADP DET NOUN PUNCT,negative,future
"By contrast, it cited various sources, including senior Administration officials and contractors on the federal level, the lobbying organizations, and the universities with funding and consulting positions.",ADP NOUN PUNCT PRON VERB ADJ NOUN PUNCT VERB ADJ NOUN NOUN CCONJ NOUN ADP DET ADJ NOUN PUNCT DET NOUN NOUN PUNCT CCONJ DET NOUN ADP NOUN CCONJ NOUN NOUN PUNCT,negative,past
"Bruce Wayne shows a bunch of cops, including threatening the heroes again and terrorizing innocents and police.",PROPN PROPN VERB DET NOUN ADP NOUN PUNCT VERB VERB DET NOUN ADV CCONJ VERB NOUN CCONJ NOUN PUNCT,negative,present
""" There's no place that the Americans believe, "" Democratic strategist Tim Kaine said.",PUNCT PRON VERB DET NOUN PRON DET PROPN VERB PUNCT PUNCT PROPN NOUN PROPN PROPN VERB PUNCT,negative,past
"Convicted her husband, husband and say'Tony and John are related to John Wayne'the notorious scientist known as the Blob of Genius.",VERB PRON NOUN PUNCT NOUN CCONJ VERB PUNCT PROPN CCONJ PROPN AUX VERB ADP PROPN PROPN PUNCT DET ADJ NOUN VERB ADP DET PROPN ADP PROPN PUNCT,negative,past
"“ You know what the plastic bottles like Crispy, ” she repeated.",PUNCT PRON VERB PRON DET NOUN NOUN ADP PROPN PUNCT PUNCT PRON VERB PUNCT,negative,future
